"","keyid","year","language","country","n"
"1876","esmaspaev",1935,"Estonian","Estonia",52
"1877","esmaspaev",1936,"Estonian","Estonia",52
"1878","esmaspaev",1939,"Estonian","Estonia",52
"1879","estdagbladet",1995,"Estonian","Sweden",52
"1880","estdagbladet",1997,"Estonian","Sweden",52
"1881","estpostimjututuba",1864,"Estonian","Estonia",52
"1882","estpostimjututuba",1865,"Estonian","Estonia",52
"1883","estpostimjututuba",1868,"Estonian","Estonia",52
"1884","estpostimjututuba",1966,"Estonian","Estonia",52
"1885","harjuelu",2010,"Estonian","Estonia",52
"1886","harjuelu",2016,"Estonian","Estonia",52
"1887","harjuelu",2020,"Estonian","Estonia",52
"1888","harjuelu",2021,"Estonian","Estonia",52
"1889","helmetorvaelu",1928,"Estonian","Estonia",52
"1890","jarvamaa",1925,"Estonian","Estonia",52
"1891","jutuleht",1930,"Estonian","Estonia",52
"1892","jutuleht",1934,"Estonian","Estonia",52
"1893","jutuleht",1937,"Estonian","Estonia",52
"1894","jutuleht",1938,"Estonian","Estonia",52
"1895","jutuleht",1939,"Estonian","Estonia",52
"1896","kirjjateadoiguse",1910,"Estonian","Estonia",52
"1897","komsomolskajasevernoi",2018,"Russian","Estonia",52
"1898","komsomolskajasevernoi",2019,"Russian","Estonia",52
"1899","komsomolskajasevernoi",2021,"Russian","Estonia",52
"1900","krattsatiirile",1926,"Estonian","Estonia",52
"1901","krattsatiirile",1929,"Estonian","Estonia",52
"1902","krattsatiirile",1930,"Estonian","Estonia",52
"1903","krattsatiirile",1931,"Estonian","Estonia",52
"1904","krattsatiirile",1932,"Estonian","Estonia",52
"1905","krattsatiirile",1933,"Estonian","Estonia",52
"1906","krattsatiirile",1935,"Estonian","Estonia",52
"1907","kundja",1883,"Estonian","Latvia",52
"1908","kunstjakirjandus",1935,"Estonian","Estonia",52
"1909","kylalineteatajali",1913,"Estonian","Estonia",52
"1910","laaneteataja",1933,"Estonian","Estonia",52
"1911","lindaestpere",1899,"Estonian","Estonia",52
"1912","lindaestpere",1900,"Estonian","Estonia",52
"1913","lindaestpere",1901,"Estonian","Estonia",52
"1914","lounaeesti",1925,"Estonian","Estonia",52
"1915","lp",2013,"Estonian","Estonia",52
"1916","lp",2014,"Estonian","Estonia",52
"1917","maaelu",2018,"Estonian","Estonia",52
"1918","maaleht",2008,"Estonian","Estonia",52
"1919","maaleht",2009,"Estonian","Estonia",52
"1920","maaleht",2010,"Estonian","Estonia",52
"1921","maaleht",2013,"Estonian","Estonia",52
"1922","marahwa",1821,"Estonian","Estonia",52
"1923","marahwa",1822,"Estonian","Estonia",52
"1924","marahwa",1823,"Estonian","Estonia",52
"1925","marahwa",1825,"Estonian","Estonia",52
"1926","meiekodu",1959,"Estonian","Estonia",52
"1927","meiekodu",1970,"Estonian","Estonia",52
"1928","nelliteataja",2017,"Estonian","Estonia",52
"1929","nelliteataja",2018,"Estonian","Estonia",52
"1930","nelliteataja",2019,"Estonian","Estonia",52
"1931","nelliteataja",2020,"Estonian","Estonia",52
"1932","nooltartu",1930,"Estonian","Estonia",52
"1933","nooltartu",1931,"Estonian","Estonia",52
"1934","noukogudeopetaja",1946,"Estonian","Estonia",52
"1935","noukogudeopetaja",1947,"Estonian","Estonia",52
"1936","noukogudeopetaja",1949,"Estonian","Estonia",52
"1937","noukogudeopetaja",1950,"Estonian","Estonia",52
"1938","noukogudeopetaja",1951,"Estonian","Estonia",52
"1939","noukogudeopetaja",1952,"Estonian","Estonia",52
"1940","noukogudeopetaja",1953,"Estonian","Estonia",52
"1941","noukogudeopetaja",1954,"Estonian","Estonia",52
"1942","noukogudeopetaja",1956,"Estonian","Estonia",52
"1943","noukogudeopetaja",1958,"Estonian","Estonia",52
"1944","noukogudeopetaja",1959,"Estonian","Estonia",52
"1945","noukogudeopetaja",1961,"Estonian","Estonia",52
"1946","noukogudeopetaja",1962,"Estonian","Estonia",52
"1947","noukogudeopetaja",1963,"Estonian","Estonia",52
"1948","noukogudeopetaja",1964,"Estonian","Estonia",52
"1949","noukogudeopetaja",1965,"Estonian","Estonia",52
"1950","noukogudeopetaja",1968,"Estonian","Estonia",52
"1951","noukogudeopetaja",1969,"Estonian","Estonia",52
"1952","noukogudeopetaja",1970,"Estonian","Estonia",52
"1953","noukogudeopetaja",1971,"Estonian","Estonia",52
"1954","noukogudeopetaja",1973,"Estonian","Estonia",52
"1955","noukogudeopetaja",1974,"Estonian","Estonia",52
"1956","noukogudeopetaja",1975,"Estonian","Estonia",52
"1957","noukogudeopetaja",1976,"Estonian","Estonia",52
"1958","noukogudeopetaja",1978,"Estonian","Estonia",52
"1959","noukogudeopetaja",1979,"Estonian","Estonia",52
"1960","noukogudeopetaja",1980,"Estonian","Estonia",52
"1961","noukogudeopetaja",1981,"Estonian","Estonia",52
"1962","noukogudeopetaja",1982,"Estonian","Estonia",52
"1963","noukogudeopetaja",1983,"Estonian","Estonia",52
"1964","noukogudeopetaja",1984,"Estonian","Estonia",52
"1965","noukogudeopetaja",1985,"Estonian","Estonia",52
"1966","noukogudeopetaja",1986,"Estonian","Estonia",52
"1967","noukogudeopetaja",1987,"Estonian","Estonia",52
"1968","noukogudeopetaja",1988,"Estonian","Estonia",52
"1969","olewik",1882,"Estonian","Estonia",52
"1970","olewik",1884,"Estonian","Estonia",52
"1971","olewik",1885,"Estonian","Estonia",52
"1972","olewik",1886,"Estonian","Estonia",52
"1973","olewik",1888,"Estonian","Estonia",52
"1974","olewik",1889,"Estonian","Estonia",52
"1975","olewik",1890,"Estonian","Estonia",52
"1976","olewik",1891,"Estonian","Estonia",52
"1977","olewik",1892,"Estonian","Estonia",52
"1978","olewik",1893,"Estonian","Estonia",52
"1979","olewik",1894,"Estonian","Estonia",52
"1980","olewik",1895,"Estonian","Estonia",52
"1981","olewik",1896,"Estonian","Estonia",52
"1982","olewik",1897,"Estonian","Estonia",52
"1983","olewik",1898,"Estonian","Estonia",52
"1984","olewik",1899,"Estonian","Estonia",52
"1985","olewik",1900,"Estonian","Estonia",52
"1986","olewik",1901,"Estonian","Estonia",52
"1987","olewik",1902,"Estonian","Estonia",52
"1988","olewik",1903,"Estonian","Estonia",52
"1989","opetajatelehtew",1932,"Estonian","Estonia",52
"1990","opetajatelehtew",1933,"Estonian","Estonia",52
"1991","otepaateatajaew",1934,"Estonian","Estonia",52
"1992","otepaateatajaew",1939,"Estonian","Estonia",52
"1993","perekonnale",1909,"Estonian","Estonia",52
"1994","perekonnale",1911,"Estonian","Estonia",52
"1995","perekonnale",1912,"Estonian","Estonia",52
"1996","perekonnale",1913,"Estonian","Estonia",52
"1997","pernau",1825,"German","Estonia",52
"1998","pernau",1826,"German","Estonia",52
"1999","pernau",1827,"German","Estonia",52
"2000","pernau",1828,"German","Estonia",52
"2001","pernau",1830,"German","Estonia",52
"2002","pernau",1831,"German","Estonia",52
"2003","pernau",1832,"German","Estonia",52
"2004","pernau",1834,"German","Estonia",52
"2005","pernau",1835,"German","Estonia",52
"2006","pernau",1836,"German","Estonia",52
"2007","pernau",1837,"German","Estonia",52
"2008","pernau",1838,"German","Estonia",52
"2009","pernau",1839,"German","Estonia",52
"2010","pernau",1841,"German","Estonia",52
"2011","pernau",1842,"German","Estonia",52
"2012","pernau",1843,"German","Estonia",52
"2013","pernau",1845,"German","Estonia",52
"2014","pernau",1846,"German","Estonia",52
"2015","pernau",1848,"German","Estonia",52
"2016","pernau",1850,"German","Estonia",52
"2017","pernau",1853,"German","Estonia",52
"2018","pernau",1854,"German","Estonia",52
"2019","pernau",1855,"German","Estonia",52
"2020","pernau",1856,"German","Estonia",52
"2021","pernau",1857,"German","Estonia",52
"2022","pernau",1858,"German","Estonia",52
"2023","pernau",1859,"German","Estonia",52
"2024","pernau",1861,"German","Estonia",52
"2025","pernau",1862,"German","Estonia",52
"2026","pernau",1863,"German","Estonia",52
"2027","pernopostimees",1864,"Estonian","Estonia",52
"2028","pernopostimees",1865,"Estonian","Estonia",52
"2029","pernopostimees",1866,"Estonian","Estonia",52
"2030","pernopostimees",1868,"Estonian","Estonia",52
"2031","pernopostimees",1869,"Estonian","Estonia",52
"2032","pernopostimees",1870,"Estonian","Estonia",52
"2033","pernopostimees",1871,"Estonian","Estonia",52
"2034","pernopostimees",1872,"Estonian","Estonia",52
"2035","pernopostimees",1874,"Estonian","Estonia",52
"2036","pernopostimees",1875,"Estonian","Estonia",52
"2037","pernopostimees",1877,"Estonian","Estonia",52
"2038","pernopostimees",1878,"Estonian","Estonia",52
"2039","pernopostimees",1879,"Estonian","Estonia",52
"2040","pernopostimees",1880,"Estonian","Estonia",52
"2041","pernopostimees",1882,"Estonian","Estonia",52
"2042","petseriuudised",1933,"Estonian","Russia",52
"2043","petseriuudised",1934,"Estonian","Russia",52
"2044","pollumees",1903,"Estonian","Estonia",52
"2045","pollumees",1904,"Estonian","Estonia",52
"2046","pollutoole",1909,"Estonian","Estonia",52
"2047","pollutoole",1910,"Estonian","Estonia",52
"2048","pollutoole",1911,"Estonian","Estonia",52
"2049","poltsamaateataja",1932,"Estonian","Estonia",52
"2050","raadiojatvsaatekava",1958,"Estonian","Estonia",52
"2051","raadiole",1929,"Estonian","Estonia",52
"2052","raadiole",1931,"Estonian","Estonia",52
"2053","raadioleht",1938,"Estonian","Estonia",52
"2054","raadioleht",1939,"Estonian","Estonia",52
"2055","raadioleht",1940,"Estonian","Estonia",52
"2056","raadiolehteestiraadio",1975,"Estonian","Estonia",52
"2057","raadiolehteestiraadio",1976,"Estonian","Estonia",52
"2058","raadiolehteestiraadio",1977,"Estonian","Estonia",52
"2059","raadiolehteestiraadio",1978,"Estonian","Estonia",52
"2060","raadiolehteestiraadio",1986,"Estonian","Estonia",52
"2061","raadiolehteestiraadio",1990,"Estonian","Estonia",52
"2062","raadiolehteestiraadio",1991,"Estonian","Estonia",52
"2063","raadiolehteestiraadio",1993,"Estonian","Estonia",52
"2064","raadiolehteestiraadio",1994,"Estonian","Estonia",52
"2065","raadiolehteestiraadio",1995,"Estonian","Estonia",52
"2066","raplamaasonumid",2013,"Estonian","Estonia",52
"2067","raplamaasonumid",2015,"Estonian","Estonia",52
"2068","raplamaasonumid",2016,"Estonian","Estonia",52
"2069","raplamaasonumid",2017,"Estonian","Estonia",52
"2070","raplamaasonumid",2021,"Estonian","Estonia",52
"2071","reede",1990,"Estonian","Estonia",52
"2072","ristirahwa",1875,"Estonian","Estonia",52
"2073","ristirahwa",1876,"Estonian","Estonia",52
"2074","ristirahwa",1877,"Estonian","Estonia",52
"2075","ristirahwa",1878,"Estonian","Estonia",52
"2076","ristirahwa",1880,"Estonian","Estonia",52
"2077","ristirahwa",1881,"Estonian","Estonia",52
"2078","ristirahwa",1882,"Estonian","Estonia",52
"2079","ristirahwa",1885,"Estonian","Estonia",52
"2080","ristirahwa",1886,"Estonian","Estonia",52
"2081","ristirahwa",1887,"Estonian","Estonia",52
"2082","ristirahwa",1890,"Estonian","Estonia",52
"2083","ristirahwa",1891,"Estonian","Estonia",52
"2084","ristirahwa",1892,"Estonian","Estonia",52
"2085","ristirahwa",1893,"Estonian","Estonia",52
"2086","ristirahwa",1894,"Estonian","Estonia",52
"2087","ristirahwa",1896,"Estonian","Estonia",52
"2088","ristirahwa",1897,"Estonian","Estonia",52
"2089","ristirahwa",1898,"Estonian","Estonia",52
"2090","ristirahwa",1899,"Estonian","Estonia",52
"2091","ristirahwa",1901,"Estonian","Estonia",52
"2092","ristirahwa",1902,"Estonian","Estonia",52
"2093","ristirahwa",1903,"Estonian","Estonia",52
"2094","ristirahwa",1904,"Estonian","Estonia",52
"2095","ristirahwa",1905,"Estonian","Estonia",52
"2096","ristirahwa",1906,"Estonian","Estonia",52
"2097","ristirahwa",1907,"Estonian","Estonia",52
"2098","ristirahwa",1908,"Estonian","Estonia",52
"2099","ristirahwa",1910,"Estonian","Estonia",52
"2100","ristirahwa",1911,"Estonian","Estonia",52
"2101","ristirahwa",1912,"Estonian","Estonia",52
"2102","ristirahwa",1913,"Estonian","Estonia",52
"2103","ristirahwa",1914,"Estonian","Estonia",52
"2104","ristirahwa",1915,"Estonian","Estonia",52
"2105","ristirahwa",1916,"Estonian","Estonia",52
"2106","ristirahwasonumi",1907,"Estonian","Estonia",52
"2107","saaremaa",1919,"Estonian","Estonia",52
"2108","saarlaneew",1886,"Estonian","Estonia",52
"2109","saarlaneew",1887,"Estonian","Estonia",52
"2110","saarlaneew",1888,"Estonian","Estonia",52
"2111","saarlaneew",1890,"Estonian","Estonia",52
"2112","saarlaneew",1891,"Estonian","Estonia",52
"2113","saarlaneew",1892,"Estonian","Estonia",52
"2114","saarlaneew",1893,"Estonian","Estonia",52
"2115","saarlaneew",1894,"Estonian","Estonia",52
"2116","saarlaneew",1895,"Estonian","Estonia",52
"2117","saarlaneew",1897,"Estonian","Estonia",52
"2118","saarlaneew",1899,"Estonian","Estonia",52
"2119","saarlaneew",1900,"Estonian","Estonia",52
"2120","saarlaneew",1901,"Estonian","Estonia",52
"2121","saarlaneew",1903,"Estonian","Estonia",52
"2122","saarlaneew",1904,"Estonian","Estonia",52
"2123","saarlaneew",1905,"Estonian","Estonia",52
"2124","saarlaneew",1906,"Estonian","Estonia",52
"2125","sadelasteleht",1947,"Estonian","Estonia",52
"2126","sadelasteleht",1950,"Estonian","Estonia",52
"2127","sadelasteleht",1951,"Estonian","Estonia",52
"2128","sadeylknykk",1929,"Estonian","Russia",52
"2129","sakalaew",1884,"Estonian","Estonia",52
"2130","sakalaew",1886,"Estonian","Estonia",52
"2131","sakalaew",1887,"Estonian","Estonia",52
"2132","sakalaew",1888,"Estonian","Estonia",52
"2133","sakalaew",1889,"Estonian","Estonia",52
"2134","sakalaew",1891,"Estonian","Estonia",52
"2135","sakalaew",1892,"Estonian","Estonia",52
"2136","sakalaew",1894,"Estonian","Estonia",52
"2137","sakalaew",1895,"Estonian","Estonia",52
"2138","sakalaew",1896,"Estonian","Estonia",52
"2139","sakalaew",1897,"Estonian","Estonia",52
"2140","sakalaew",1898,"Estonian","Estonia",52
"2141","sakalaew",1899,"Estonian","Estonia",52
"2142","sakalaew",1900,"Estonian","Estonia",52
"2143","sakalaew",1901,"Estonian","Estonia",52
"2144","sakalaew",1902,"Estonian","Estonia",52
"2145","sakalalile",1894,"Estonian","Estonia",52
"2146","sakalalile",1895,"Estonian","Estonia",52
"2147","sakalalile",1900,"Estonian","Estonia",52
"2148","sakalalile",1903,"Estonian","Estonia",52
"2149","sakalapuhapaev",1931,"Estonian","Estonia",52
"2150","sakalapuhapaev",1932,"Estonian","Estonia",52
"2151","sakalapuhapaev",1933,"Estonian","Estonia",52
"2152","signaal",1977,"Estonian","Estonia",52
"2153","sirpjavasar",1945,"Estonian","Estonia",52
"2154","sirpjavasar",1946,"Estonian","Estonia",52
"2155","sirpjavasar",1947,"Estonian","Estonia",52
"2156","sirpjavasar",1948,"Estonian","Estonia",52
"2157","sirpjavasar",1950,"Estonian","Estonia",52
"2158","sirpjavasar",1951,"Estonian","Estonia",52
"2159","sirpjavasar",1952,"Estonian","Estonia",52
"2160","sirpjavasar",1953,"Estonian","Estonia",52
"2161","sirpjavasar",1955,"Estonian","Estonia",52
"2162","sirpjavasar",1956,"Estonian","Estonia",52
"2163","sirpjavasar",1957,"Estonian","Estonia",52
"2164","sirpjavasar",1959,"Estonian","Estonia",52
"2165","sirpjavasar",1961,"Estonian","Estonia",52
"2166","sirpjavasar",1962,"Estonian","Estonia",52
"2167","sirpjavasar",1963,"Estonian","Estonia",52
"2168","sirpjavasar",1964,"Estonian","Estonia",52
"2169","sirpjavasar",1967,"Estonian","Estonia",52
"2170","sirpjavasar",1968,"Estonian","Estonia",52
"2171","sirpjavasar",1969,"Estonian","Estonia",52
"2172","sirpjavasar",1970,"Estonian","Estonia",52
"2173","sirpjavasar",1972,"Estonian","Estonia",52
"2174","sirpjavasar",1973,"Estonian","Estonia",52
"2175","sirpjavasar",1974,"Estonian","Estonia",52
"2176","sirpjavasar",1975,"Estonian","Estonia",52
"2177","sirpjavasar",1977,"Estonian","Estonia",52
"2178","sirpjavasar",1978,"Estonian","Estonia",52
"2179","sirpjavasar",1979,"Estonian","Estonia",52
"2180","sirpjavasar",1980,"Estonian","Estonia",52
"2181","sirpjavasar",1981,"Estonian","Estonia",52
"2182","sirpjavasar",1982,"Estonian","Estonia",52
"2183","sirpjavasar",1983,"Estonian","Estonia",52
"2184","sirpjavasar",1984,"Estonian","Estonia",52
"2185","sirpjavasar",1985,"Estonian","Estonia",52
"2186","sirpjavasar",1986,"Estonian","Estonia",52
"2187","sirpjavasar",1987,"Estonian","Estonia",52
"2188","tallinnapost",1931,"Estonian","Estonia",52
"2189","tallinnapost",1932,"Estonian","Estonia",52
"2190","tallinnapost",1934,"Estonian","Estonia",52
"2191","tallinnapost",1935,"Estonian","Estonia",52
"2192","tallinnapost",1937,"Estonian","Estonia",52
"2193","tallinnapost",1938,"Estonian","Estonia",52
"2194","tallinnapost",1939,"Estonian","Estonia",52
"2195","tallinnasober",1880,"Estonian","Estonia",52
"2196","tallinnasober",1882,"Estonian","Estonia",52
"2197","tallinnasober",1883,"Estonian","Estonia",52
"2198","tallinnasober",1884,"Estonian","Estonia",52
"2199","tallinnasober",1885,"Estonian","Estonia",52
"2200","tallinnasober",1887,"Estonian","Estonia",52
"2201","tallinnasober",1889,"Estonian","Estonia",52
"2202","tapasonumedrohusaar",1930,"Estonian","Estonia",52
"2203","targutalita",2014,"Estonian","Estonia",52
"2204","targutalita",2015,"Estonian","Estonia",52
"2205","targutalita",2016,"Estonian","Estonia",52
"2206","targutalita",2017,"Estonian","Estonia",52
"2207","targutalita",2018,"Estonian","Estonia",52
"2208","targutalita",2019,"Estonian","Estonia",52
"2209","targutalita",2021,"Estonian","Estonia",52
"2210","tera",2014,"Estonian","Estonia",52
"2211","tera",2016,"Estonian","Estonia",52
"2212","uhisuudised",1923,"Estonian","Estonia",52
"2213","uhisuudised",1926,"Estonian","Estonia",52
"2214","uhisuudised",1927,"Estonian","Estonia",52
"2215","uhisuudised",1928,"Estonian","Estonia",52
"2216","uhisuudised",1929,"Estonian","Estonia",52
"2217","uhisuudised",1933,"Estonian","Estonia",52
"2218","uhisuudised",1937,"Estonian","Estonia",52
"2219","uhisuudised",1938,"Estonian","Estonia",52
"2220","uskjaelu",1908,"Estonian","Latvia",52
"2221","uskjaelu",1909,"Estonian","Latvia",52
"2222","uskjaelu",1910,"Estonian","Latvia",52
"2223","uskjaelu",1911,"Estonian","Latvia",52
"2224","uskjaelu",1912,"Estonian","Latvia",52
"2225","uskjaelu",1913,"Estonian","Latvia",52
"2226","uskjaelu",1914,"Estonian","Latvia",52
"2227","vabaeesti",1923,"Estonian","Estonia",52
"2228","vabaeestisona",1950,"Estonian","United States",52
"2229","vabaeestisona",1951,"Estonian","United States",52
"2230","vabaeestisona",1952,"Estonian","United States",52
"2231","vabaeestisona",1954,"Estonian","United States",52
"2232","vabaeestisona",1955,"Estonian","United States",52
"2233","vabaeestisona",1956,"Estonian","United States",52
"2234","vabaeestisona",1957,"Estonian","United States",52
"2235","vabaeestisona",1960,"Estonian","United States",52
"2236","vabaeestisona",1961,"Estonian","United States",52
"2237","vabaeestisona",1962,"Estonian","United States",52
"2238","vabaeestisona",1963,"Estonian","United States",52
"2239","vabaeestisona",1965,"Estonian","United States",52
"2240","vabaeestisona",1966,"Estonian","United States",52
"2241","vabaeestisona",1967,"Estonian","United States",52
"2242","vabaeestisona",1968,"Estonian","United States",52
"2243","vabaeestisona",1969,"Estonian","United States",52
"2244","vabaeestisona",1971,"Estonian","United States",52
"2245","vabaeestisona",1972,"Estonian","United States",52
"2246","vabaeestisona",1973,"Estonian","United States",52
"2247","vabaeestisona",1974,"Estonian","United States",52
"2248","vabaeestisona",1977,"Estonian","United States",52
"2249","vabaeestisona",1978,"Estonian","United States",52
"2250","vabaeestisona",1979,"Estonian","United States",52
